place_id,name,address,phone,international_phone,website,rating,total_reviews,types,matched_keyword,vicinity,score,_tier
ChIJ-43ib5-oXZQRs5pkTmzJ7bs,DE Constructora SA,"Dr. Bernardino Caballero 1239, Asunción 001409, Paraguay",(021) 602 722,+595 21 602 722,http://www.deconstructora.com.py/home/contactos.php,4.6,23,"['establishment', 'point_of_interest']",constructora,,30,C
ChIJASAkvrmoXZQRNjGlbmkeg_Y,WA Construcciones S.A.,"Capitán Emeterio Miranda 257, Asunción 001407, Paraguay",(021) 663 044,+595 21 663 044,http://www.wa.com.py/,4.7,46,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,30,C
ChIJJX2m1oGnXZQRizeDVtTTzwY,Kove S.A.,"Edificio Recoleta Business Center Calle 23 de Octubre Nº 156 entre, Av. Mariscal López y, Asunción 001411, Paraguay",(021) 729 0900,+595 21 729 0900,https://www.kove.com.py/,4.7,20,"['establishment', 'point_of_interest']",software house paraguay,,30,C
ChIJY4RUtuWnXZQRWfjBLetcYN0,Tabárez Publicidad - Grupo TBZ,"Luís Alberto de Herrera 969, casi EEUU 1829, Paraguay",(021) 446 060,+595 21 446 060,http://www.tabarez.com.py/,4.8,17,"['establishment', 'point_of_interest']",agencia marketing paraguay,,30,C
ChIJC0vMNLeoXZQRhmavXQ_atiI,ueno bank x Denis Roa,"Denis Roa, Asunción 001407, Paraguay",(021) 618 8000,+595 21 618 8000,http://www.ueno.com.py/,3.8,57,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,30,C
ChIJVX2JfCKnXZQRgimv3GP5Ukk,Dúo Agencia de Marketing,"Mayor Joel Estigarribia, Asunción 1522, Paraguay",0995 628017,+595 995 628017,https://duo.com.py/,5.0,14,"['establishment', 'point_of_interest']",marketing digital,,30,C
ChIJ50PTMI2pXZQRk5NnA5_JIk4,The Promote Lab - Agencia Creativa,"Av. Denis Roa e, Moisés Bertoni 545, Asunción 1209, Paraguay",0981 175664,+595 981 175664,https://api.whatsapp.com/send?phone=595981175664,5.0,6,"['establishment', 'point_of_interest']",marketing digital,,30,C
ChIJwafG2kOmXZQRmGUBCP2qeNM,ueno bank x Trinidad,"Av. Santísima Trinidad esquina, Asunción 001519, Paraguay",(021) 618 8000,+595 21 618 8000,http://www.ueno.com.py/,3.9,67,"['bank', 'establishment', 'finance', 'point_of_interest']",banco,,30,C
ChIJb2qKhteoXZQRUEjO0MpHiL0,Cloud Paraguay - Data Driven Marketing,"Aviadores del Chaco 2050 World Trade Center / Torre, Asunción 001410, Paraguay",(660) 696-4014,+1 660-696-4014,https://cloudparaguay.com/,5.0,10,"['establishment', 'point_of_interest']",agencia marketing paraguay,,30,C
ChIJ02_eAICoXZQRSRWJrBab2UI,Agencia Lupe,"Paraguari 852, e/ Manuel Domínguez y F. R. Moreno., Asunción 1229, Paraguay",0992 436146,+595 992 436146,https://www.lupe.com.py/,4.5,40,"['establishment', 'point_of_interest']",agencia marketing paraguay,,30,C
ChIJKzVZZdSnXZQRTyrLdSw0xBI,WILD FI,"Antonio José de Sucre y Alcalá 1036, Asunción 001411, Paraguay",(021) 603 031,+595 21 603 031,http://www.wildfi.com/,4.7,37,"['establishment', 'point_of_interest']",agencia marketing paraguay,,30,C
ChIJM0Twu3epXZQRPSWfpa5RV34,Inovatis Group S.A,"San Juan XXIII, Asunción 001527, Paraguay",0986 567653,+595 986 567653,https://inovatis.com.py/,4.9,14,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,30,C
ChIJYb6VDf-lXZQRXGO4irmgYJY,Nosotros S.A.,"Duplex B, Av. Primer Presidente 3266, Asunción 001525, Paraguay",0986 481042,+595 986 481042,http://www.nosotroshq.com/,4.7,22,"['establishment', 'point_of_interest']",software house paraguay,,30,C
ChIJsznnMXmnXZQRyRD5o91kBHI,G DIGITAL,"San Francisco 1103 1120, Asunción 001204, Paraguay",0981 121023,+595 981 121023,https://www.gdigital.com.py/,4.9,8,"['establishment', 'point_of_interest']",marketing digital,,30,C
ChIJB-b59napXZQRoO-iY_HcfPI,NoollaB Negocios Digitales,"Av Gral Máximo Santos 1030 casi, Concordia 1208, Asunción 001204, Paraguay",(021) 326 9644,+595 21 326 9644,http://www.noollab.com/,5.0,5,"['establishment', 'point_of_interest']",marketing digital,,30,C
ChIJjcnwec-nXZQRDQ04WruQ4hk,Excelsis S.A,"Capitán Victor Manuel Brizuela esq, Edificio Ellis Office, República Dominicana 650, Asunción 001208, Paraguay",(021) 230 160,+595 21 230 160,http://www.excelsis.com.py/,4.7,44,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,30,C
ChIJH4NrAqWoXZQR0V9wI-qkniE,Freelancers del Paraguay S.A.,"Capitán Emeterio Miranda 643, Asunción 001407, Paraguay",(021) 606 039,+595 21 606 039,https://www.freelancer.com.py/,4.9,16,"['electronics_store', 'establishment', 'local_government_office', 'point_of_interest', 'store']",software house paraguay,,30,C
ChIJieLMTuqoXZQRTL0urx16gFQ,Merit Paraguay S.A.,"J. B. Rivarola Matto 5837, Asunción 001420, Paraguay",(021) 237 6908,+595 21 237 6908,https://merit.com.py/,4.6,30,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,30,C
ChIJsfzjCNSnXZQRbOV-4C2cTNw,Integrando - Consultora de RR.HH.,"Sto 1° Lorenzo Ayala entre, Teniente Félix Cañete Miño y, Asunción 001534, Paraguay",0981 703752,+595 981 703752,,2.7,3,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,30,C
ChIJ29EY5kunXZQR9pcxQe5SjfU,Guarani Global Tech - Desarrollo de Apps para Negocios en Asunción,"Sacramento 391, Asunción 011241, Paraguay",0974 653919,+595 974 653919,,0.0,0,"['establishment', 'point_of_interest']",software,,30,C
ChIJg0reFdipXZQRmlqOIdocSDI,FACTURANDO.COM.PY - Facturación Electrónica,"Av. Aviadores del Chaco 1816, Asunción 001410, Paraguay",(021) 507 772,+595 21 507 772,https://facturando.com.py/,4.9,12,"['establishment', 'point_of_interest']",software,,30,C
ChIJj5Jx5dSnXZQRh99t8u0OY_U,SoftShop S.A.,"5to piso, Av. España esq, Asunción 1407, Paraguay",(021) 238 1737,+595 21 238 1737,http://www.softshop.com.py/,4.5,17,"['establishment', 'point_of_interest']",software,,25,C
ChIJbScjuOyoXZQRMoHQ6oJDJsQ,SODEP S.A.,"Belgica 839 c, Asunción 001409, Paraguay",0981 131694,+595 981 131694,http://www.sodep.com.py/,4.7,18,"['establishment', 'point_of_interest']",software,,25,C
ChIJfXY9teupXZQRIVAQFxn_LX8,Agencia Financiera de Desarrollo,"Herib Campos Cervera N° 886 casi, Av. Aviadores del Chaco, Asunción 001527, Paraguay",(021) 606 020,+595 21 606 020,,4.6,25,"['establishment', 'point_of_interest']",banco privado paraguay,,25,C
ChIJVRc6oqGF9pQRbH5KkZYl-ls,Sudameris Bank Edificio Corporativo Sede Cd. del Este,"Monseñor Rodríguez, Cd. del Este 100153, Paraguay",(021) 416 6000,+595 21 416 6000,https://www.sudameris.com.py/,5.0,3,"['atm', 'bank', 'establishment', 'finance', 'insurance_agency', 'point_of_interest']",banco privado paraguay,,25,C
ChIJY5XnsIKoXZQRyKnkGA0OA9w,Codium S.A./ Willdom Paraguay,"Gonzalo Bulnes 830, Asunción 001411, Paraguay",0971 631303,+595 971 631303,,4.7,24,"['establishment', 'point_of_interest']",software house paraguay,,25,C
ChIJjUfykfGpXZQRJD9OeLdojmc,Mint Agencia Digital,"Av. Gral. José de San Martín y, Asunción 001411, Paraguay",0981 946157,+595 981 946157,http://www.mint.com.py/,5.0,3,"['establishment', 'point_of_interest']",marketing digital,,25,C
ChIJU_2RC-yoXZQRFVrF_IsN0x4,Ayo Agencia de Autor,"César Pirovano, Asunción 001524, Paraguay",,,http://www.ayo.com.py/,4.9,12,"['establishment', 'point_of_interest']",agencia marketing paraguay,,25,C
ChIJXS0aR2OnXZQRHcv9R-SGC7E,Agencia Me Digital,"Tte 1075, Asunción 001535, Paraguay",0982 687450,+595 982 687450,https://www.agenciamedigital.com/,5.0,2,"['establishment', 'point_of_interest']",agencia digital,,25,C
ChIJFVKIYwCnXZQRAnVgv6ccaHA,Finestra Law. Paraguay Residency,"4th floor, Av. Gral. José Gervasio Artigas 2025, Asunción 001202, Paraguay",0981 259192,+595 981 259192,https://finestralaw.com/,5.0,3,"['establishment', 'lawyer', 'point_of_interest']",firma abogados paraguay,,25,C
ChIJ84NrT5GoXZQRqmuvJV0i-VU,Yeah! S.A. Agencia Creativa & Lab Digital,"Doctor Eduardo López Moreira 5286, Cruz del Defensor, Asunción 1209, Paraguay",(021) 662 878,+595 21 662 878,https://www.yeah.com.py/,4.1,21,"['establishment', 'point_of_interest']",marketing digital,,25,C
ChIJuwNM_p6pXZQRMg-b7pkLdcU,Big Boss agencia de marketing digital,"Olegario Víctor Andrade 689, Asunción 1860, Paraguay",,,https://bigboss.com.py/,5.0,10,"['establishment', 'point_of_interest']",marketing digital,,25,C
ChIJQYjwemipXZQRc2WC1GDL3wA,NeoSystem Paraguay,"San Jose 352 c/ 15 De Mayo Fernando De La Mora Fernando de la Mora, Fernando de la Mora 2300, Paraguay",0981 256797,+595 981 256797,https://neosystem.com.py/,5.0,1,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,25,C
ChIJS2OR9h8IXZQR7kDdpsU0y9k,Materia Gris,"Alfredo Seiferheld 5035 casi, Asunción 001414, Paraguay",0991 802074,+595 991 802074,http://materiagris.com.py/,5.0,3,"['establishment', 'point_of_interest']",agencia marketing paraguay,,25,C
ChIJ17cElcKnXZQRhmXBoKuIWto,Fibase,"Campos Cervera 6313 c, Asunción 001416, Paraguay",0991 802944,+595 991 802944,http://www.tix.com.py/,4.7,9,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,25,C
ChIJA1bjKTynXZQR5XfWVMy15lg,Genexus Paraguay,"Avenida España 2028 Piso 4, Edificio Urano, Av. España 2028, Asunción 001207, Paraguay",(021) 205 510,+595 21 205 510,https://genexusparaguay.com.py/,5.0,1,"['establishment', 'point_of_interest']",software house paraguay,,25,C
ChIJnbwc1RUIXZQR7GaWiMrP_JY,"SANATORIO ESPAÑOL, ASUNCION","Gobernador Domingo M.De Irala y, Asunción 001005, Paraguay",(021) 420 888,+595 21 420 888,,3.9,61,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica privada paraguay,,25,C
ChIJLR-BOfupXZQRY-Nn93VG22g,RE/MAX FAMILY,"Av Gral Máximo Santos 2488, Asunción 1614, Paraguay",0986 450931,+595 986 450931,https://www.remax.com.py/family,4.4,33,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria,,25,C
ChIJ0c8aEBSmXZQRbGtHzjGYxco,Soluciones en Recursos Humanos by Lizzy,"Pbro. Lorenzo Pérez Vellozo, Asunción 001520, Paraguay",0986 400799,+595 986 400799,https://www.lizzycastillo.com.py/,4.6,14,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,25,C
ChIJLVUmYx0IXZQRkOA5HvyY8xc,RHGROUP,"Av. Gral. José Gervasio Artigas 308 esq, Asunción 1401, Paraguay",(021) 207 339,+595 21 207 339,http://www.rhgroup.com.py/,4.3,32,"['establishment', 'finance', 'point_of_interest']",consultora recursos humanos paraguay,,25,C
ChIJ7zA1aYGvXZQRg0Pk6mnqksM,RH PARAGUAY,"Mayor E. Vera esq, Asunción 001419, Paraguay",0972 401540,+595 972 401540,https://rhparaguay.com/,5.0,1,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,25,C
ChIJ4Y1lr7OvXZQRea54TED2ThY,FOX Recursos Humanos,"San Roque Gonzalez de Santa Cruz casi, Teniente Ramírez, Luque 110932, Paraguay",0972 488844,+595 972 488844,http://foxrecursoshumanos.com/,4.3,36,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,25,C
ChIJ-24F7AenXZQRLekkmf8N3kA,Latino Tecnologia S.A.,"Teniente Bernal 3600, Asunción 1706, Paraguay",(021) 338 0418,+595 21 338 0418,https://www.facebook.com/LatinoTecnologia/,4.2,41,"['establishment', 'point_of_interest']",technology,,25,C
ChIJIZRNSwCnXZQRR62KAx5G8cc,EON - PLAY THE FUTURE,"Itapua 570, esquina, Asunción 001520, Paraguay",0976 923243,+595 976 923243,,5.0,5,"['establishment', 'point_of_interest']",technology,,25,C
ChIJgT7fBeqnXZQRczN0lj4Pt1Y,Mentoring & Coaching consultora,"PCFH+PV5, Dr. Carlos Abdala 1085, Asunción 1767, Paraguay",,,,0.0,0,"['establishment', 'point_of_interest']",consultora,,25,C
ChIJO-7HLUenXZQRCwjA3w1IYsA,Estudio Jurídico Schreiber Hellmann & Asoc.,"Capitán Blas Montiel, Asunción 001528, Paraguay",0986 477414,+595 986 477414,,4.9,9,"['establishment', 'lawyer', 'point_of_interest']",abogado,,25,C
ChIJ0UsD80OmXZQR-Wguvbt-w-E,Sanatorio Santa Barbara,"Alejandro Ravizza 263, Asunción 001519, Paraguay",(021) 299 388,+595 21 299 388,,3.8,99,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,25,C
ChIJqX2SV2enXZQRi6txJDZtcl0,Consultorio de especialidades médicas,"Eligio Ayala 1820 c, Asunción 001224, Paraguay",(021) 224 368,+595 21 224 368,,4.8,8,"['establishment', 'health', 'point_of_interest']",clinica medica,,25,C
ChIJ0UZqvtGlXZQRqvzdx2CLciM,CENTRO MEDICO MAITEI,"Asunción 001508, Paraguay",(021) 299 014,+595 21 299 014,https://www.instagram.com/centromedicomaitei/,4.0,46,"['establishment', 'health', 'hospital', 'pharmacy', 'point_of_interest', 'store']",clinica medica,,25,C
ChIJ4YJ_CLWnXZQRJ4G6TLnkX8c,Keller Williams Las Lomas,"Teniente Primero Virgilio Pessolani 2050, Dr. Ramón Zubizarreta y, Asunción 001520, Paraguay",0971 997923,+595 971 997923,https://www.kwparaguay.com/,5.0,2,"['establishment', 'point_of_interest']",inmobiliaria,,25,C
ChIJo5Rf8HmoXZQROsppbWLFcH0,Clínica CETRO S.A.,"33 Orientales esq, Asunción 001227, Paraguay",(021) 225 305,+595 21 225 305,https://www.facebook.com/CetroSA/,4.3,21,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,25,C
ChIJXw1aevunXZQRw6YrM2AW63Y,NEGOCIOS INMOBILIARIOS DEL PARAGUAY,"Hachero 306 casi, Asunción 1501, Paraguay",0981 990379,+595 981 990379,http://www.nip.com.py/,4.7,13,"['establishment', 'point_of_interest', 'real_estate_agency']",inmobiliaria paraguay,,25,C
ChIJuS9V6X2oeC4RZZV4oesZ6I8,Estudio Jurídico AS Legal,"Isaac Kostianovsky, Asunción 6465, Paraguay",0992 229900,+595 992 229900,http://www.aslegal.com.py/,5.0,2,"['establishment', 'finance', 'lawyer', 'point_of_interest']",estudio juridico paraguay,,25,C
ChIJdeCapdynXZQRv36z8n_LNMM,Estudio Jurídico Irún & Villamayor,"Juan de Salazar y Espinoza, Asunción 001209, Paraguay",(021) 728 8820,+595 21 728 8820,,4.7,43,"['establishment', 'point_of_interest']",estudio juridico paraguay,,25,C
ChIJ78FWgsSnXZQRa_mKZq56ess,Salum & Wenz Constructora,"Quesada 4926 esq Edificio Atlas Center, Rodolfo Zotti, Asunción 001412, Paraguay",(021) 612 588,+595 21 612 588,http://www.salum-wenz.com.py/,4.4,38,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,25,C
ChIJ6_hUr-anXZQR3cfXTc6He1M,Actividades de Construcción e Ingeniería S.A.,"1065,, Brasil, Asunción 001221, Paraguay",(021) 338 1439,+595 21 338 1439,http://www.acinternacional.com/,5.0,2,"['establishment', 'general_contractor', 'point_of_interest']",ingenieria,,25,C
ChIJ-YTofZmpXZQRwrqz0-VQOxI,Ok Constructora SA,"Gomez De Castro 550, Asunción 001411, Paraguay",(021) 328 2221,+595 21 328 2221,http://okconstructora.com/,5.0,4,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,25,C
ChIJdR_AhXqlXZQR5Ha1iQquzw8,MURA EMPRESA CONSTRUCTORA,"Marcelo Onieva N° 655 C, Asunción 001522, Paraguay",(021) 290 114,+595 21 290 114,,4.8,5,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,25,C
ChIJHYQv232pXZQRwwgKgM5Zr20,RM ingenieria y servicios,"Dr. Felix Paiva 7435 CASI, Asunción 001419, Paraguay",0961 230923,+595 961 230923,,5.0,5,"['electrician', 'establishment', 'point_of_interest']",ingenieria,,25,C
ChIJt0qzWRimXZQRAbFyeWM-IR8,A1 Construcciones e Ingeniería,"Coronel Jorge Butleroff 991, Asunción 1766, Paraguay",0971 356876,+595 971 356876,http://a1ci.com/,5.0,2,"['establishment', 'general_contractor', 'point_of_interest']",ingenieria,,25,C
ChIJmbkBik0JXZQRZ_0HxeAzvKA,AS-ING (All Solutions Ingenieria),"Sta. Cruz y, Asunción 0000, Paraguay",0973 221944,+595 973 221944,http://www.allsolutionsingenieria.com/,5.0,1,"['establishment', 'point_of_interest']",ingenieria,,25,C
ChIJxRyC4RemXZQRXLt_S_UVaqI,Agencia Ojo De Pez,"Av. España 1811 e, Asunción 001208, Paraguay",0976 543856,+595 976 543856,http://www.ojodepez.com.py/,4.3,21,"['establishment', 'point_of_interest']",agencia marketing paraguay,,25,C
ChIJnzixRc6nXZQRRj2M4Pjamo8,Carlos Maidana Torres - Asesor inmobiliario,"Av. Dr. Felipe Molas López 1321, Asunción 1130, Paraguay",0983 828500,+595 983 828500,http://www.instagram.com/carlos.asesorinmobiliario,5.0,1,"['establishment', 'general_contractor', 'point_of_interest', 'real_estate_agency']",inmobiliaria,,25,C
ChIJsVjmNl-pXZQRF7ZUh80oSG0,Estudio Jurídico Melgarejo y Asociados.,"Legion Civil Extranjera, Asunción 001412, Paraguay",0992 310469,+595 992 310469,,5.0,2,"['establishment', 'point_of_interest']",firma abogados paraguay,,20,C
ChIJszPK-ICnXZQRQ0X1QZ8Orfo,Reygros Estudio Jurídico y Asesoría Legal,"Asunción 001203, Paraguay",0983 200114,+595 983 200114,,4.6,10,"['establishment', 'point_of_interest']",firma abogados paraguay,,20,C
ChIJH8L-_iGnXZQR6mH09wNt-Yc,Estudio Jurídico MONGES-NUÑEZ & asociados,"Av. España 2121 esquina, Asunción 001207, Paraguay",0981 850011,+595 981 850011,,4.7,7,"['establishment', 'lawyer', 'point_of_interest']",abogado,,20,C
ChIJ6_YsseCnXZQRqE2Vuq2fqpE,Meds Clínica - Centro Urológico,"Pai Perez 532, Asunción 0000, Paraguay",0981 487979,+595 981 487979,,4.3,33,"['establishment', 'health', 'point_of_interest']",clinica medica,,20,C
ChIJewv2KOinXZQRfqEUgYmKyME,Centro de Especialidades de Salud Integral - IPS,"PCJ8+PQ2, Santisimo Sacramento, Asunción 001531, Paraguay",(021) 219 7293,+595 21 219 7293,http://www.ips.gov.py/,4.2,17,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,20,C
ChIJNXWEREepXZQRsCl0rsaCT5c,VAESKEN Y ASOCIADOS ESTUDIO JURÍDICO,"1234, Asunción 1234, Paraguay",0984 806232,+595 984 806232,,5.0,1,"['establishment', 'lawyer', 'point_of_interest']",abogado,,20,C
ChIJoxbndySmXZQRMK9r8noGZBk,SU-Mar Consultores Asociados,"con, Ntra. Sra. del Carmen, Asunción 1762, Paraguay",,,http://www.susanauziel.com.ar/,5.0,2,"['establishment', 'point_of_interest']",consultora,,20,C
ChIJjyY-23qoXZQRGrocga36efY,Aponte Latorre Constructora,"John F. Kennedy, Asunción 001228, Paraguay",0981 257801,+595 981 257801,,4.4,40,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,20,C
ChIJi7Opo52nXZQRHu7ai0eV8TE,Estudio Jurídico Dujak & Asociados,"P995+QW8, Ayolas, Asunción 001012, Paraguay",(021) 494 608,+595 21 494 608,,5.0,1,"['establishment', 'lawyer', 'point_of_interest']",estudio juridico paraguay,,20,C
ChIJqVw58NunXZQRLPBG9uwqW4c,CeConsult,"Av Gral Máximo Santos Nº634 C, Asunción 001208, Paraguay",0984 674000,+595 984 674000,http://www.ceconsult.com.py/,4.1,10,"['establishment', 'point_of_interest']",consultora,,20,C
ChIJoXxcPdapXZQR6I2qsEsCIRU,Altura Ingeniería,"Gumersindo Sosa 315, Asunción 001407, Paraguay",0982 835866,+595 982 835866,,5.0,1,"['establishment', 'point_of_interest']",ingenieria,,20,C
ChIJ90Tb7OCnXZQRUrkUVsWISsA,EDB Construcciones S.A.,"Herrera, Asunción 001220, Paraguay",(021) 214 368,+595 21 214 368,,4.4,41,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,20,C
ChIJ1WzJRnGpXZQR9SX7peYkBVk,Clínica Santa Maria,"Av. Dr. Guido Boggiani, Asunción 001416, Paraguay",(021) 664 664,+595 21 664 664,http://www.clinicasantamaria.com.py/,2.9,27,"['establishment', 'health', 'point_of_interest']",clinica medica,,20,C
ChIJLX7zfJanXZQRfHoYZWQi8n0,SANTA LUCIA INGENIERIA,"PCWG+59C, Asunción 001519, Paraguay",0991 992505,+595 991 992505,,5.0,2,"['establishment', 'general_contractor', 'point_of_interest']",ingenieria,,20,C
ChIJ4ZaipCCrXZQRBXE4VJkXLCo,Litigium Paraguay Estudio Jurídico,"PCPF+9MQ, Asunción 001520, Paraguay",0981 178600,+595 981 178600,,5.0,3,"['establishment', 'point_of_interest']",estudio juridico paraguay,,20,C
ChIJUZxL7cSnXZQRjodLB-dMbj8,Ebro - Firma Jurídica,"Washington 935 c/ Defensa Nacional, Asunción 001210, Paraguay",(021) 338 2811,+595 21 338 2811,,5.0,4,"['establishment', 'lawyer', 'point_of_interest']",firma abogados paraguay,,20,C
ChIJFcU-skmpXZQRA_PHD59TwkU,Karaku Agencia Digital,"Cnel. Felix Cabrera 1166, Asunción 001409, Paraguay",0982 142030,+595 982 142030,,5.0,2,"['establishment', 'point_of_interest']",agencia digital,,20,C
ChIJUR07YdKpXZQRtcl6WjAWpvY,ITTI Digital,"Av. Santa Teresa entre, Torre 3, Av. Aviadores del Chaco y, Asunción 1827, Paraguay",(021) 238 2200,+595 21 238 2200,,4.3,20,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,20,C
ChIJV2Ka-_OnXZQRnIjTiQUBddM,Oruga Agencia Creativa,"Dr. Teodoro Rojas esq, Asunción 001519, Paraguay",0981 757123,+595 981 757123,,5.0,1,"['establishment', 'point_of_interest']",agencia digital,,20,C
ChIJVXr-__qnXZQRZMzZGGRLImo,El Quincho Agencia Digital,"Agustín Pío Barrios 1450 Casi, Asunción 001529, Paraguay",0981 943000,+595 981 943000,,4.7,17,"['establishment', 'point_of_interest']",marketing digital,,20,C
ChIJxY06ApSoXZQRIwGUPW5Z_ZM,Digito - Firma digital,"Av. República Argentina 893, Asunción 001415, Paraguay",0976 538954,+595 976 538954,https://www.digito.com.py/contacto,3.9,26,"['establishment', 'point_of_interest']",software,,20,C
ChIJg1Mh0himXZQRDOTG2jKWAV0,Mister Co. - Agencia Digital,"San Rafael, Asunción 001528, Paraguay",0991 837183,+595 991 837183,,5.0,1,"['establishment', 'point_of_interest']",marketing digital,,20,C
ChIJQxqLzzWvXZQR7JLH6VV9EiA,GRUPO IT PARAGUAY,"Dr. Agustin Goiburu N° 1891 entre Taruma y, Dr. Agustín Goiburu 1891, Asunción 001422, Paraguay",0962 280341,+595 962 280341,http://www.grupoit.com.py/,4.4,7,"['establishment', 'point_of_interest']",empresa tecnologia paraguay,,20,C
ChIJN-BhLjanXZQR2nttwFOeTbk,LAVORO,"Av. Aviadores del Chaco 3207, Asunción 001524, Paraguay",0985 872236,+595 985 872236,http://www.lavoro.com.py/,4.4,5,"['establishment', 'point_of_interest']",consultora recursos humanos paraguay,,20,C
ChIJ_RwmRgCpXZQRtqEYU0RrPs4,Sistema de Facturación y Control de Stock,"PC5P+G7J, Asunción 001409, Paraguay",0981 531946,+595 981 531946,,5.0,1,"['establishment', 'point_of_interest']",software,,20,C
ChIJVVVVVRWmXZQRjKOT_5rJsgE,CONSTRUGOMES,"Calle San Blas N.º 2.339 Dpto. Nº 501, Asunción 001520, Paraguay",,,http://construgomes.com/,5.0,2,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,20,C
ChIJP3slFTymXZQRkkKnS0qu1D4,Pabellon De Consultorios Ips Central,"Heriberto Gómez de la Fuente 209, Asunción 001531, Paraguay",0800 115000,+595 800 115000,http://www.ips.gov.py/,4.1,12,"['establishment', 'health', 'hospital', 'point_of_interest']",clinica medica,,20,C
ChIJ1zatXuGlXZQRAu2IN0g3gHU,Mura S. A. Ingeniería - Arquitectura,"Marcelo Onieva, Asunción 001522, Paraguay",(021) 290 114,+595 21 290 114,,4.7,15,"['establishment', 'point_of_interest']",ingenieria,,20,C
ChIJuQQcmImnXZQRbOFxy27t79w,IBL INGENIERIA S.R.L,"Tte. 2do. Alejandro Monges Casi, Asunción 2050, Paraguay",0992 205717,+595 992 205717,,5.0,2,"['establishment', 'point_of_interest']",ingenieria,,20,C
ChIJEX0ty_anXZQR-d_uqR2YQ60,Caja Bancaria,"P976+RPQ, Alberdi, Asunción 001101, Paraguay",(021) 439 7000,+595 21 439 7000,https://www.cajabancaria.gov.py/,3.1,13,"['bank', 'establishment', 'finance', 'point_of_interest']",banco privado paraguay,,15,C
ChIJEVGpKQWmXZQRTVE2kYeQyDk,Zentcode,"Edificio Skypark, Av. Aviadores del Chaco esquina, Asunción 001401, Paraguay",,,http://www.zentcode.com/,4.7,3,"['establishment', 'point_of_interest']",software house paraguay,,15,C
ChIJHSOwjcWpXZQR74pDW4_QdDU,𝑽𝒆𝒔𝒑𝒂 𝑨𝒃𝒐𝒈𝒂𝒅𝒐𝒔 & 𝑨𝒔𝒐𝒄𝒊𝒂𝒅𝒐𝒔 𝒑𝒚,"25 de Mayo, Asunción 2132, Paraguay",,,,5.0,2,"['establishment', 'point_of_interest']",firma abogados paraguay,,15,C
ChIJkbdRbi6nXZQRzU_TfvEIuKA,Ybe Consultoría Ambiental,"PCQC+RR7, Av. Santísima Trinidad, Asunción 2860, Paraguay",,,,5.0,1,"['establishment', 'point_of_interest']",consultora,,15,C
ChIJJTl6S_-tXZQRMQT8q_B9DCc,Constructora Asunción S.A.,"MG2P+PQP, Capiatá 110208, Paraguay",0991 601713,+595 991 601713,,4.3,14,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,15,C
ChIJUfQit_SpXZQRnI39P59_4rE,Clínica Dr.Valé - Asunción I Consultas médicas y Estudios,"Vice Pdte. Sanchez 491 esquina, Asunción 1535, Paraguay",0971 963000,+595 971 963000,,3.9,32,"['establishment', 'health', 'point_of_interest']",clinica medica,,15,C
ChIJrQhhgripXZQRD47fOjDdLmo,Estudio Jurídico Paredes García & Zmuda,"Paraiso N° 668 casi, Asunción 001426, Paraguay",,,,5.0,4,"['establishment', 'point_of_interest']",estudio juridico paraguay,,15,C
ChIJd6I5TQCpXZQRevOqLVhbBeE,Asunción,"M9WP+PHF, Av. Eusebio Ayala, Asunción 001236, Paraguay",,,,5.0,1,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,15,C
ChIJo0C-N2WoXZQRd_gnI4P9jpk,Máquina Ingenieria S.R.L. Solidworks,"José Asunción Flores, Asunción 001228, Paraguay",,,https://maquina.com.py/,4.7,3,"['establishment', 'point_of_interest']",ingenieria,,15,C
ChIJVwD5js2vXZQRUcnvvbkWncA,Constructora Asunción S.A. y Asociados,"MCPW+XRX, Fernando de la Mora 110306, Paraguay",,,,4.6,9,"['establishment', 'general_contractor', 'point_of_interest']",constructora,,15,C
